350231,8.2,"Lock, Stock and Two Smoking Barrels (1998)"
99510,8.2,El secreto de sus ojos (2009)
26299,8.2,A Wednesday (2008)
274438,8.2,Casino (1995)
470780,8.2,Gran Torino (2008)
442060,8.2,The Big Lebowski (1998)
264549,8.2,Warrior (2011)
166498,8.2,Hauru no ugoku shiro (2004)
654090,8.2,V for Vendetta (2005)
73953,8.2,Rebecca (1940)
53200,8.2,Rang De Basanti (2006)
198146,8.2,The Deer Hunter (1978)
374809,8.2,How to Train Your Dragon (2010)
102136,8.2,Cool Hand Luke (1967)
152042,8.2,Boyhood (2014/I)
53281,8.1,It Happened One Night (1934)
34529,8.1,Judgment at Nuremberg (1961)
368519,8.1,Fargo (1996)
395148,8.1,Trainspotting (1996)
182164,8.1,Gone with the Wind (1939)
480149,8.1,A Beautiful Mind (2001)
347120,8.1,Into the Wild (2007)
227638,8.1,Rush (2013/I)
96419,8.1,The Maltese Falcon (1941)
85575,8.1,Dial M for Murder (1954)
592700,8.1,The Sixth Sense (1999)
28695,8.1,Le salaire de la peur (1953)
223378,8.1,Hotel Rwanda (2004)
214767,8.1,The Thing (1982)
539441,8.1,Finding Nemo (2003)
505204,8.1,No Country for Old Men (2007)
93948,8.1,Mary and Max (2009)
58643,8.1,Incendies (2010)
126478,8.1,Butch Cassidy and the Sundance Kid (1969)
599894,8.1,Kill Bill: Vol. 1 (2003)
246946,8.1,Platoon (1986)
227430,8.1,Life of Brian (1979)
312197,8.1,12 Years a Slave (2013)
86069,8.1,Network (1976)
61784,8.1,Touch of Evil (1958)
34218,8.1,Les diaboliques (1955)
311334,8.1,There Will Be Blood (2007)
159777,8.1,Annie Hall (1977)
250141,8.1,The Princess Bride (1987)
227718,8.1,Stand by Me (1986)
35216,8.1,Dil Chahta Hai (2001)
280713,8.1,The Grand Budapest Hotel (2014)
419787,8.1,Guardians of the Galaxy (2014)
132659,8.1,Ben-Hur (1959)
564154,8.1,Sin City (2005)
88497,8.1,In the Name of the Father (1993)
147540,8.1,Amores Perros (2000)
57891,8.1,Les quatre cents coups (1959)
394556,8.1,Million Dollar Baby (2004)
106420,8.1,Hachi: A Dog's Tale (2009)
52376,8.1,The Grapes of Wrath (1940)
48496,8.1,Persona (1966)
242010,8.1,The Wizard of Oz (1939)
138423,8.1,The Imitation Game (2014)
33964,8.1,The Best Years of Our Lives (1946)
142870,8.1,Birdman (2014)
74359,8.1,Kaze no tani no Naushika (1984)
779015,8.1,The Avengers (2012)
141386,8.1,Gandhi (1982)
405629,8.1,The Bourne Ultimatum (2007)
490944,8.1,Donnie Darko (2001)
79443,8.1,Strangers on a Train (1951)
65957,8.1,8� (1963)
611394,8.1,Shutter Island (2010)
77729,8.1,Mou gaan dou (2002)
391233,8.1,Twelve Monkeys (1995)
55352,8,Stalker (1979)
51154,8,Lagaan: Once Upon a Time in India (2001)
337052,8,Jaws (1975)
30059,8,Gangs of Wasseypur (2012)
68062,8,High Noon (1952)
147113,8,Before Sunrise (1995)
484173,8,The Terminator (1984)
63058,8,Notorious (1946)
358948,8,Groundhog Day (1993)
397359,8,The King's Speech (2010)
359300,8,X-Men: Days of Future Past (2014)
35342,8,Fanny och Alexander (1982)
426864,8,Harry Potter and the Deathly Hallows: Part 2 (2011)
125948,8,Yip Man (2008)
292811,8,Rocky (1976)
54385,8,The Night of the Hunter (1955)
454536,8,"Monsters, Inc. (2001)"
30073,8,La battaglia di Algeri (1966)
155415,8,Dog Day Afternoon (1975)
84777,8,La haine (1995)
49659,8,Salinui chueok (2003)
35575,8,Kingsman: The Secret Service (2014)
84625,8,Barry Lyndon (1975)
669337,8,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
47261,8,Who's Afraid of Virginia Woolf? (1966)
113066,8,Per un pugno di dollari (1964)
539921,8,The Truman Show (1998)
39950,8,La strada (1954)
76131,8,Tenk� no shiro Rapyuta (1986)
56282,8,The Big Sleep (1946)
265377,8,The Help (2011)
456230,8,Jurassic Park (1993)
81438,8,Roman Holiday (1953)
184348,8,The Graduate (1967)
80544,8,Papillon (1973)
248141,8,Beauty and the Beast (1991)
54369,8,The Hustler (1961)
276187,8,Prisoners (2013)
25063,8,Le samoura� (1967)
63761,8,Fa yeung nin wa (2000)

